,hour,day_of_week,casualties,accident_cause,vehicles_involved,vehicle_type,driver_age,accident_area,driving_experience,lanes
631,17,4,2,10,1,10,2,5,3,4
632,4,3,6,3,1,5,0,5,0,4
633,15,2,0,10,0,5,1,4,1,2
634,19,0,0,9,0,0,0,5,2,4
635,20,0,0,10,2,5,0,5,4,6
636,7,5,0,2,0,8,1,0,4,4
637,9,4,0,1,1,7,0,8,2,2
638,11,0,0,10,0,0,2,5,1,1
639,7,0,0,4,1,5,0,8,1,1
640,18,0,0,3,1,0,3,1,2,4
641,14,2,1,0,1,5,2,5,0,2
642,17,2,0,9,1,0,4,8,0,2
643,8,0,1,12,2,8,0,11,0,2
644,1,2,2,1,1,5,0,5,2,2
645,17,5,0,12,2,0,1,0,3,2
646,16,2,0,0,1,0,1,4,3,6
647,10,4,0,3,0,0,1,5,2,4
648,8,3,0,10,1,0,2,5,1,2
649,9,0,0,1,0,8,1,4,2,4
650,18,1,0,14,1,5,2,5,3,2
651,14,0,2,10,2,3,1,5,1,1
652,1,0,0,1,0,0,0,2,4,0
653,4,6,0,2,1,7,0,4,1,0
654,9,6,0,11,1,5,0,5,2,4
655,8,0,0,1,0,8,0,5,2,2
656,14,2,2,5,1,8,1,8,2,3
657,12,1,1,11,1,15,2,2,2,6
658,7,1,0,9,1,5,1,8,1,2
659,17,3,1,15,1,5,3,8,3,4
660,10,1,0,3,0,0,0,11,3,4
661,8,5,0,13,1,0,0,8,2,2
662,17,0,0,17,1,4,3,5,3,6
663,6,5,1,1,1,7,1,0,0,3
664,19,0,3,12,3,10,4,0,3,0
665,8,1,0,9,2,0,4,8,1,4
666,16,5,0,9,0,14,2,4,5,2
667,17,2,0,0,0,0,0,4,2,4
668,20,0,0,0,1,0,1,5,3,6
669,20,3,1,3,1,0,0,0,2,2
670,18,0,0,1,1,4,0,0,1,1
671,14,2,0,1,1,9,0,4,0,2
672,20,5,0,12,1,8,1,8,4,6
673,18,0,3,3,1,10,4,4,3,2
674,15,1,0,12,1,0,4,8,1,2
675,5,3,0,14,0,5,3,4,2,0
676,10,5,0,17,1,0,0,4,2,2
677,14,0,0,3,1,5,1,5,1,4
678,11,6,1,10,1,0,1,5,3,2
679,15,5,0,11,1,0,1,5,2,2
680,22,2,0,1,1,0,3,5,2,4
681,14,6,1,9,1,0,3,8,2,4
682,22,0,4,9,3,5,0,8,2,6
683,7,3,0,10,0,0,4,5,4,6
684,14,6,0,1,1,15,0,7,0,4
685,20,2,1,3,1,11,0,8,2,4
686,10,0,0,10,1,9,1,5,6,2
687,13,4,0,11,1,13,3,0,1,2
688,9,4,3,3,1,7,0,5,1,1
689,21,1,0,9,1,0,4,8,3,4
690,15,0,1,12,1,10,2,5,1,2
691,15,0,4,1,3,10,1,6,2,2
692,12,1,0,12,1,7,1,11,0,6
693,13,6,0,3,1,15,1,8,0,2
694,5,5,0,12,1,0,4,0,3,0
695,8,5,0,10,0,7,4,0,3,2
696,18,0,0,10,2,0,1,4,1,1
697,15,2,0,12,0,4,2,8,2,4
698,17,3,0,11,1,0,0,4,0,6
699,9,5,0,10,1,4,2,4,1,2
700,6,6,0,1,0,8,1,5,0,4
701,12,2,1,1,1,5,2,4,1,0
702,8,3,0,1,1,10,1,5,2,4
703,12,0,1,10,1,15,1,4,3,2
704,14,2,0,12,1,5,0,5,1,6
705,16,6,0,10,2,0,0,8,1,4
706,7,5,0,0,1,5,1,4,2,4
707,13,1,2,1,1,9,0,5,2,2
708,19,0,0,17,1,0,1,11,3,4
709,8,4,1,3,1,5,2,5,0,2
710,0,3,2,0,1,11,0,11,2,4
711,20,4,0,10,2,0,1,4,2,2
712,13,6,0,10,1,12,0,4,2,6
713,10,1,0,12,1,0,1,8,3,4
714,12,3,1,3,1,4,1,5,0,2
715,22,3,4,12,1,0,2,0,4,4
716,9,2,0,9,1,7,4,11,0,0
717,23,1,0,9,0,5,4,0,1,4
718,4,0,3,1,0,8,0,0,0,4
719,15,4,0,13,2,8,4,5,3,4
720,19,4,0,9,2,5,4,5,0,4
721,17,5,0,11,0,10,2,2,2,1
722,18,5,0,7,1,0,0,5,4,2
723,20,2,1,0,4,4,0,11,1,6
724,18,4,0,1,1,5,1,4,1,2
725,8,4,0,12,0,0,0,4,4,6
726,14,1,1,12,2,14,1,5,0,2
727,11,3,1,11,2,3,0,5,0,3
728,14,6,0,12,0,5,2,4,2,0
729,17,2,7,4,1,14,0,4,4,4
730,15,4,1,7,0,7,0,4,4,2
731,17,0,1,0,3,3,1,8,2,2
732,18,3,0,1,1,0,0,5,1,2
733,16,5,0,9,1,5,1,8,1,0
734,18,0,0,3,1,0,0,0,0,5
735,17,2,0,10,1,7,4,7,3,1
736,18,0,1,9,2,8,2,5,2,4
737,17,2,0,16,0,0,2,8,6,6
738,20,3,1,9,1,8,1,8,3,4
739,17,6,0,10,1,0,2,4,3,2
740,20,0,0,11,1,0,2,8,0,4
741,12,2,1,1,1,0,1,0,3,6
742,17,1,1,1,0,0,1,5,5,2
743,20,0,0,10,1,8,3,8,2,1
744,16,1,0,5,2,0,0,5,1,1
745,13,0,0,10,1,9,2,4,3,2
746,14,4,0,12,1,5,1,5,2,4
747,15,1,0,12,1,9,4,4,3,2
748,13,5,1,0,0,14,0,4,2,4
749,6,3,0,0,1,10,0,5,1,2
750,11,1,0,13,2,7,4,4,2,2
751,1,0,1,12,1,5,1,2,2,2
752,13,0,0,9,0,7,0,4,4,4
753,10,6,0,11,1,9,1,4,2,4
754,16,3,1,1,0,9,1,0,2,6
755,21,5,0,0,0,8,1,8,2,4
756,6,6,0,1,1,8,1,5,2,2
757,6,3,1,2,0,11,1,0,2,2
758,11,1,0,1,1,9,0,5,3,6
759,9,0,0,13,0,5,0,6,2,2
760,15,2,0,12,1,8,1,5,3,1
761,13,4,0,10,1,0,1,8,2,0
762,9,5,0,0,2,0,2,5,2,2
763,9,5,0,3,1,0,1,0,2,6
764,18,0,1,18,2,6,2,5,2,1
765,16,1,0,9,1,14,2,5,2,2
766,15,6,0,5,1,0,0,6,2,4
767,23,2,0,11,0,4,0,8,1,4
768,8,1,1,14,1,5,3,0,2,2
769,15,0,0,3,1,7,1,5,0,1
770,9,6,1,10,1,0,2,5,0,4
771,20,4,1,1,1,7,1,5,1,2
772,11,5,0,9,0,11,4,7,0,6
773,17,2,1,2,1,0,1,4,4,6
774,18,2,1,10,1,7,0,4,2,6
775,7,0,0,9,1,5,1,11,4,6
776,19,5,2,10,1,7,1,5,1,4
777,8,4,1,16,1,0,0,5,2,1
778,8,1,0,1,1,0,0,12,3,6
779,18,5,2,1,1,5,2,0,2,1
780,7,6,0,14,0,9,0,5,4,6
781,20,3,5,2,1,0,2,8,2,6
782,15,0,0,10,2,0,1,4,2,4
783,9,3,0,10,1,7,2,4,1,2
784,7,0,0,1,1,0,2,8,2,6
785,18,4,0,0,1,5,0,4,0,4
786,17,5,0,16,1,3,0,5,3,2
787,8,5,0,11,1,0,0,8,3,4
788,7,1,0,9,0,3,0,8,2,2
789,17,4,3,13,1,0,1,5,3,2
790,9,4,0,9,1,0,2,8,1,2
791,8,1,0,0,1,0,4,8,2,0
792,7,4,0,10,1,14,1,4,4,2
793,11,6,1,0,1,11,1,4,2,2
794,11,5,5,7,3,5,0,2,2,2
795,8,1,0,12,0,5,4,11,0,6
796,7,4,2,1,1,4,0,5,3,2
797,7,5,0,13,1,0,2,5,3,2
798,15,5,1,9,1,9,1,5,1,2
799,17,2,0,9,1,0,1,5,4,2
800,20,3,5,12,1,11,2,5,2,0
801,14,1,2,0,1,0,2,5,4,0
802,17,4,0,10,1,14,1,5,0,1
803,17,4,1,12,1,3,1,4,4,4
804,17,0,3,14,0,11,1,4,1,2
805,10,6,0,3,1,14,2,4,3,6
806,6,3,0,3,1,5,0,8,1,4
807,16,0,1,5,2,0,2,5,3,2
808,8,4,0,9,1,0,0,0,3,6
809,20,5,0,10,1,5,1,0,2,2
810,16,5,0,9,2,4,1,4,1,0
811,10,5,0,1,2,0,1,2,2,6
812,18,6,1,10,1,0,0,9,2,4
813,13,6,0,16,3,0,4,5,3,4
814,4,3,6,1,1,11,0,5,1,4
815,20,3,0,11,0,3,0,6,1,2
816,8,4,1,5,0,5,1,4,2,2
817,9,5,0,11,1,5,2,5,3,1
818,16,0,2,12,2,14,1,4,2,4
819,17,3,0,12,1,6,0,5,1,2
820,0,2,0,0,0,0,2,4,2,0
821,18,6,0,3,1,5,3,4,3,2
822,20,2,0,5,1,0,1,11,2,2
823,13,2,0,1,0,0,1,4,2,4
824,9,2,2,3,1,0,1,5,1,2
825,16,4,1,3,2,14,3,5,2,0
826,14,1,0,5,1,10,4,11,2,6
827,5,5,1,1,1,5,3,2,2,2
828,12,2,1,9,2,5,2,5,0,6
829,12,5,0,13,1,0,2,5,3,6
830,15,3,0,18,0,0,1,6,2,4
831,17,6,0,4,0,15,0,5,1,2
832,17,6,0,0,1,0,1,5,2,2
833,23,0,2,10,1,7,0,5,1,2
834,9,0,0,3,1,5,1,8,4,6
835,14,2,0,1,1,0,0,4,0,6
836,18,5,0,3,1,0,4,4,4,6
837,17,0,0,3,1,8,1,8,0,4
838,11,2,0,1,1,3,1,4,2,4
839,9,4,1,11,1,9,0,0,6,4
840,21,4,1,10,1,7,0,5,3,2
841,21,3,0,1,1,0,0,8,2,6
842,12,3,3,6,1,9,0,4,4,0
843,15,3,4,4,3,5,1,4,4,4
844,11,1,2,4,2,0,0,4,3,4
845,0,3,2,10,1,9,4,8,2,4
846,13,1,0,13,1,0,1,3,1,4
847,10,4,0,2,1,4,0,4,2,2
848,12,2,0,3,1,5,0,2,2,2
849,21,2,0,1,0,5,1,0,3,2
850,16,0,0,10,1,0,2,5,1,4
851,17,3,0,1,2,5,2,8,2,6
852,17,1,0,1,1,0,1,6,1,2
853,16,5,0,16,1,3,1,8,0,2
854,15,0,0,10,1,9,0,4,2,0
855,18,5,0,9,2,3,1,5,3,2
856,12,1,0,13,1,4,4,0,0,2
857,21,5,4,1,1,5,0,5,1,2
858,16,5,0,12,1,5,1,4,0,4
859,0,0,1,10,1,0,2,8,5,4
860,12,5,0,10,1,11,1,8,2,4
861,9,6,0,3,1,0,0,1,2,1
862,17,5,0,4,0,7,1,0,3,6
863,9,6,0,1,1,0,1,5,5,2
864,8,1,2,10,1,7,1,0,2,1
865,17,4,0,10,1,10,3,5,3,2
866,1,2,0,9,2,7,0,4,3,4
867,5,0,2,1,1,0,4,5,2,2
868,14,0,0,10,2,8,2,9,2,4
869,8,6,0,9,1,5,1,8,0,4
870,4,2,0,0,1,10,2,7,0,4
871,14,0,1,11,1,4,0,5,3,1
872,10,5,1,12,1,8,2,4,3,4
873,15,5,0,9,1,0,1,5,2,2
874,8,0,0,3,0,5,1,4,1,2
875,22,5,0,1,5,0,4,5,0,1
876,9,3,0,19,1,0,1,5,1,2
877,19,4,0,17,1,3,4,4,4,2
878,17,1,0,1,1,14,0,5,4,2
879,17,3,0,3,1,7,2,2,2,4
880,18,2,0,1,0,4,1,8,2,2
881,20,0,0,1,1,5,1,5,1,1
882,19,5,0,3,1,5,0,4,3,2
883,0,2,2,1,0,14,0,4,2,2
884,17,4,0,9,1,15,0,5,2,6
885,11,6,0,17,1,11,2,5,2,4
886,14,6,0,7,1,8,0,11,2,0
887,19,5,0,18,1,15,0,0,2,3
888,12,4,0,11,1,5,0,8,4,2
889,17,4,1,1,2,0,1,5,2,6
890,7,5,1,10,1,10,2,4,4,0
891,17,1,0,10,1,5,1,8,3,2
892,5,5,0,10,1,9,2,2,1,4
893,19,5,0,10,1,5,0,8,2,4
894,14,1,0,4,1,4,1,5,2,0
895,10,5,0,10,2,0,0,4,0,2
896,15,4,0,0,1,0,0,4,6,0
897,14,0,0,9,1,0,1,6,3,4
898,14,1,0,0,1,3,0,4,0,4
899,12,0,5,13,1,8,0,8,2,6
900,13,6,0,5,1,0,1,5,3,2
901,21,0,2,12,1,5,0,5,2,2
902,13,4,0,10,1,7,4,6,4,4
903,20,4,0,10,1,14,0,5,1,2
904,18,3,0,12,0,6,4,4,4,4
905,0,2,0,11,1,0,0,5,3,4
906,22,2,0,0,3,9,4,4,1,2
907,11,2,0,18,0,5,1,5,1,2
908,7,5,1,9,1,5,0,5,1,0
909,18,1,1,12,1,5,4,5,1,4
910,15,6,0,12,1,10,1,4,1,4
911,18,5,0,3,2,7,0,4,3,6
912,16,2,0,10,1,0,3,5,2,2
913,14,2,2,7,1,0,1,2,4,6
914,12,3,0,3,1,0,0,8,0,2
915,15,4,0,5,1,10,1,0,2,6
916,21,1,0,10,3,5,0,8,0,6
917,17,0,0,13,2,10,1,4,0,2
918,14,1,0,2,1,0,1,8,2,2
919,12,4,1,9,2,0,0,5,2,2
920,8,4,0,10,1,14,0,4,1,2
921,14,1,3,0,1,5,2,6,2,6
922,7,2,0,9,1,5,0,2,3,6
923,18,6,0,12,1,0,0,5,2,2
924,18,0,0,10,1,0,2,5,1,2
925,8,5,1,3,1,0,0,7,1,4
926,15,6,0,1,0,0,1,4,0,0
927,0,0,1,11,1,5,1,5,3,6
928,12,2,1,3,2,6,0,4,1,0
929,11,0,0,12,1,5,1,4,2,1
930,10,1,2,1,1,0,2,4,2,6
931,16,1,0,10,0,0,1,4,2,0
932,16,1,2,10,1,4,1,4,2,0
933,13,1,0,10,1,8,2,8,3,4
934,19,3,0,1,1,7,2,5,4,2
935,9,0,0,8,1,0,1,4,2,2
936,19,6,0,10,2,3,0,4,4,2
937,16,0,0,10,0,7,2,4,0,2
938,6,1,0,1,1,14,0,4,4,2
939,6,0,1,0,1,5,0,5,2,2
940,18,3,4,10,1,7,2,8,0,6
941,11,0,1,3,1,4,4,8,3,4
942,9,1,0,1,2,0,0,2,3,4
943,9,6,0,10,1,7,1,7,1,2
944,18,4,0,10,0,0,1,5,0,2
945,9,3,0,1,2,0,0,5,2,2
946,13,5,0,0,0,3,2,5,1,6
947,18,6,2,11,1,7,0,4,0,2
948,8,5,0,1,1,11,1,8,1,2
949,11,3,3,0,1,0,0,5,3,3
950,19,3,1,13,1,0,0,5,2,4
951,9,4,0,10,1,6,4,4,4,4
952,11,1,0,12,1,0,2,5,1,4
953,16,4,1,1,1,7,1,2,2,4
954,17,2,0,11,1,14,1,5,2,4
955,13,2,0,13,0,0,1,5,3,2
956,16,2,0,3,1,0,0,4,2,2
957,12,5,0,10,1,5,0,0,3,2
958,5,6,0,10,1,0,0,0,0,6
959,13,2,2,10,1,10,0,9,4,4
960,18,0,0,12,1,5,4,5,3,2
961,8,4,1,13,1,8,0,5,2,6
962,17,3,0,13,1,0,1,8,4,4
963,17,3,0,1,0,12,1,8,1,2
964,18,5,1,1,1,7,2,0,2,0
965,17,6,0,12,0,0,4,5,0,2
966,18,4,0,1,1,0,2,5,2,4
967,1,0,0,0,1,0,3,5,0,2
968,15,3,0,12,0,0,0,5,2,4
969,15,2,0,10,1,0,0,8,1,6
970,12,3,3,4,1,5,0,4,2,0
971,19,5,0,10,1,7,0,5,3,3
972,10,3,0,9,1,14,4,5,4,2
973,2,2,0,12,1,11,4,6,1,2
974,21,6,1,0,1,11,2,5,3,4
975,14,2,0,0,2,8,4,5,1,4
976,17,0,0,7,1,0,2,4,2,4
977,20,2,0,9,1,4,1,11,3,4
978,19,4,0,12,1,5,1,0,2,4
979,8,6,0,0,0,5,2,5,1,4
980,12,1,0,10,2,10,0,4,2,4
981,11,6,0,13,1,10,1,4,2,6
982,10,6,0,10,1,5,1,5,1,4
983,13,2,2,0,2,0,1,5,2,4
984,6,2,0,13,1,7,1,5,0,0
985,20,3,0,0,1,0,1,5,2,4
986,16,1,0,7,1,0,0,5,1,2
987,9,5,0,17,1,8,4,5,1,2
988,17,6,0,1,1,3,0,4,5,2
989,8,2,0,0,1,7,1,5,4,4
990,16,0,1,10,1,2,2,2,3,4
991,10,6,0,13,2,0,1,5,3,4
992,6,0,1,3,0,14,0,5,3,0
993,15,0,0,9,0,11,0,5,2,4
994,16,2,0,11,1,0,0,4,0,4
995,13,6,1,13,1,3,2,0,3,4
996,16,4,0,1,1,0,0,5,1,4
997,14,2,1,3,1,3,1,4,3,4
998,7,6,0,9,2,0,3,8,1,6
999,16,2,0,3,1,0,3,4,4,6
1000,18,6,0,0,1,0,1,4,2,4
1001,18,6,0,3,1,0,1,5,1,2
1002,9,3,0,5,1,4,2,4,1,4
1003,20,5,0,13,1,7,1,5,2,6
1004,22,1,0,3,1,10,1,5,3,2
1005,8,6,0,0,1,11,1,4,0,1
1006,9,1,0,11,0,0,2,5,3,1
1007,17,4,0,10,1,4,1,5,4,6
1008,12,3,2,9,1,5,1,5,1,6
1009,3,3,0,5,1,11,4,8,3,6
1010,18,3,0,10,1,9,4,5,3,4
1011,18,1,0,3,1,0,0,5,2,2
1012,22,3,0,3,0,5,0,4,4,6
1013,16,4,0,11,1,9,1,4,3,4
1014,15,6,1,0,1,0,1,4,4,1
1015,19,6,0,0,2,7,0,5,2,2
1016,12,2,0,10,1,15,1,5,2,2
1017,17,4,1,12,2,4,1,0,3,4
1018,20,6,1,1,1,0,0,2,0,2
1019,8,0,0,9,2,0,0,5,2,6
1020,9,5,0,3,4,15,4,6,2,4
1021,16,1,0,10,1,3,3,4,0,2
1022,19,3,0,11,1,5,1,8,1,0
1023,11,1,1,1,1,9,0,5,1,6
1024,12,1,0,9,1,0,0,5,2,2
1025,23,5,0,1,0,8,1,5,0,2
1026,3,2,2,16,1,5,2,5,2,4
1027,18,5,4,12,1,0,3,8,1,1
1028,13,6,1,9,1,0,0,7,4,2
1029,10,1,0,0,0,0,1,0,2,4
1030,16,1,5,3,1,5,3,2,2,6
1031,16,5,0,9,1,8,3,11,4,4
1032,7,4,0,12,1,5,0,5,0,6
1033,18,5,0,10,1,8,0,5,0,4
1034,18,0,0,3,0,0,4,4,2,2
1035,7,5,0,0,2,7,4,2,3,4
1036,22,5,1,3,0,9,0,8,0,4
1037,19,4,0,0,1,0,1,5,3,2
1038,21,3,0,12,1,5,0,8,4,0
1039,6,3,1,5,1,0,0,0,2,6
1040,12,6,0,1,0,0,4,5,1,2
1041,19,6,0,11,1,15,0,4,3,4
1042,6,1,0,11,1,11,0,8,2,4
1043,16,1,0,12,1,3,3,4,1,2
1044,11,2,0,1,1,9,2,4,4,0
1045,16,6,0,12,1,14,4,4,2,2
1046,9,0,0,10,0,0,4,7,1,6
1047,12,4,0,3,1,5,0,5,1,4
1048,11,4,0,1,1,14,2,5,1,4
1049,14,2,1,10,2,0,4,11,2,2
1050,18,6,0,9,1,8,3,5,2,2
1051,17,1,0,0,0,7,2,4,3,2
1052,11,5,1,12,1,0,0,11,0,0
1053,18,6,0,0,0,0,3,0,1,2
1054,6,0,0,13,1,0,2,0,1,4
1055,11,5,0,10,1,0,1,8,0,2
1056,3,1,0,10,1,0,0,4,2,0
1057,0,6,0,0,1,7,4,5,4,2
1058,13,2,0,0,1,4,2,8,1,2
1059,16,3,0,12,1,8,0,5,4,1
1060,12,0,0,16,1,11,1,8,2,6
1061,7,6,0,11,1,0,2,5,2,4
1062,17,6,1,16,2,3,0,4,2,2
1063,8,4,1,0,1,0,3,5,1,2
1064,18,4,4,0,3,14,0,4,3,2
1065,19,3,0,9,2,0,1,11,2,6
1066,13,0,0,2,1,5,2,8,0,4
1067,6,1,2,4,1,15,3,5,1,6
1068,0,3,1,6,0,5,0,8,1,4
1069,10,1,5,16,1,14,4,5,4,2
1070,15,5,0,16,1,3,1,0,2,6
1071,19,2,0,5,1,0,3,0,2,4
1072,16,5,0,1,1,9,2,8,1,2
1073,18,5,0,1,2,11,1,8,2,2
1074,7,2,0,11,1,14,4,7,4,4
1075,12,6,0,0,1,9,1,4,4,4
1076,8,6,1,16,1,9,1,5,2,2
1077,0,0,0,3,1,11,2,5,3,2
1078,22,2,0,0,0,10,1,8,1,4
1079,15,2,1,10,2,0,1,5,4,2
1080,11,4,0,3,3,11,4,7,2,2
1081,14,6,1,9,0,3,1,8,3,4
1082,12,5,0,9,1,3,2,5,2,2
1083,8,6,0,10,2,5,0,5,1,6
1084,18,2,0,10,1,0,4,8,1,6
1085,5,2,0,12,1,5,0,2,2,0
1086,18,6,0,17,1,5,1,4,0,0
1087,7,6,0,0,1,14,0,5,2,2
1088,19,0,0,0,1,5,1,5,4,2
1089,10,5,0,11,1,5,0,11,2,6
1090,11,3,3,0,2,8,1,2,0,2
1091,11,3,0,0,3,7,4,5,2,2
1092,22,5,0,9,1,0,0,11,2,4
1093,15,2,0,17,1,5,1,8,3,2
1094,18,6,0,3,1,14,0,8,1,4
1095,9,5,1,3,1,0,0,0,4,0
1096,7,0,1,3,1,15,1,4,0,4
1097,8,0,0,10,1,9,2,4,4,4
1098,18,1,0,1,1,14,0,5,4,2
1099,7,6,0,10,1,0,1,11,2,2
1100,22,4,0,11,2,0,0,2,2,2
1101,2,4,0,13,0,5,1,8,1,2
1102,17,6,0,3,1,5,1,5,0,4
1103,15,1,0,10,0,5,1,4,2,2
1104,18,5,0,1,1,0,0,5,2,2
1105,20,4,4,0,1,0,0,5,0,2
1106,19,6,0,10,1,9,0,8,2,4
1107,15,2,0,12,1,11,1,7,2,1
1108,10,4,0,12,1,0,0,4,1,2
1109,15,0,2,11,1,0,2,3,1,6
1110,21,0,1,12,1,0,0,2,2,2
1111,1,3,0,0,1,4,0,0,2,4
1112,10,6,2,1,2,0,1,2,3,4
1113,17,4,0,10,1,9,0,4,4,6
1114,8,6,0,12,1,10,0,5,3,4
1115,20,3,2,13,1,5,3,0,4,6
1116,7,1,1,10,1,0,0,4,4,4
1117,4,2,0,10,1,15,0,6,4,6
1118,13,4,0,3,1,11,0,8,2,4
1119,16,0,1,1,1,0,3,11,0,6
1120,0,3,0,10,1,8,1,4,4,4
1121,19,0,3,0,3,0,0,5,3,4
1122,17,4,2,1,1,7,2,11,2,2
1123,16,6,1,0,1,0,4,5,3,2
1124,1,2,2,0,1,14,0,5,2,6
1125,21,6,0,12,2,5,1,0,0,6
1126,8,5,0,1,1,5,0,5,2,2
1127,18,3,0,8,1,7,1,0,3,1
1128,23,1,1,12,1,0,1,5,2,4
1129,10,6,0,11,2,5,1,8,0,2
1130,17,1,1,0,2,1,0,11,1,6
1131,15,4,4,0,1,11,1,5,2,2
1132,14,1,1,1,1,0,2,5,0,2
1133,16,1,0,5,2,3,2,5,1,1
1134,13,2,0,3,1,0,1,4,2,2
1135,10,1,0,17,1,5,1,0,1,4
1136,17,0,5,11,1,7,1,4,4,4
1137,18,5,1,9,1,0,0,5,2,2
1138,14,1,1,3,1,5,1,0,1,4
1139,8,1,0,12,0,7,4,5,4,1
1140,10,4,0,10,1,3,0,8,2,2
1141,15,0,3,0,0,9,1,0,2,6
1142,10,5,0,12,1,10,3,5,2,4
1143,15,5,0,10,1,0,4,4,1,2
1144,10,6,0,9,1,4,0,5,1,2
1145,9,2,0,1,1,5,1,0,2,2
1146,7,4,0,5,1,0,0,1,3,4
1147,18,1,0,7,1,5,4,5,0,4
1148,7,5,0,0,1,7,1,8,4,0
1149,22,4,0,11,1,0,1,5,2,2
1150,15,5,0,10,0,9,2,4,1,4
1151,20,6,0,9,1,9,0,5,2,6
1152,17,3,0,9,1,8,0,4,2,1
1153,18,6,0,9,2,9,4,8,0,6
1154,8,2,0,12,1,5,0,4,1,0
1155,11,3,0,8,1,0,0,11,3,4
1156,22,0,2,4,1,7,0,5,3,6
1157,18,1,0,19,1,0,1,0,3,4
1158,19,5,4,11,1,10,4,11,2,6
1159,20,3,0,0,1,5,4,1,2,2
1160,16,4,0,1,1,0,1,5,0,2
1161,9,6,0,16,0,8,1,5,4,0
1162,15,4,1,11,1,7,1,4,1,2
1163,6,3,0,9,1,0,0,5,2,1
1164,13,1,0,10,3,4,1,5,1,0
1165,11,1,2,0,2,11,0,7,3,4
1166,15,1,3,12,2,10,1,5,3,2
1167,16,6,0,12,0,14,1,5,4,4
1168,18,1,0,3,1,0,4,5,0,2
1169,18,5,0,14,2,11,1,8,4,2
1170,15,5,0,12,1,0,0,0,1,4
1171,16,4,0,1,1,7,2,4,4,4
1172,11,5,0,0,1,10,2,11,1,0
1173,20,2,0,5,0,14,1,4,3,6
1174,11,2,1,3,2,8,1,4,1,0
1175,18,1,0,11,2,0,0,2,2,2
1176,10,2,1,10,1,0,1,5,2,4
1177,22,6,0,16,0,0,1,4,1,2
1178,20,5,1,9,1,14,1,7,1,2
1179,14,3,0,3,1,5,0,5,0,4
1180,8,1,0,16,1,7,4,5,2,2
1181,8,1,4,10,1,9,1,5,2,6
1182,7,6,0,1,1,8,1,0,1,4
1183,16,4,0,1,1,0,3,5,4,1
1184,13,1,0,3,1,5,4,8,0,2
1185,17,0,0,10,1,5,4,4,3,2
1186,8,6,0,9,1,15,0,0,2,6
1187,9,3,0,12,1,5,3,5,3,6
1188,17,4,0,11,1,8,3,8,6,4
1189,19,2,0,1,1,9,2,0,3,4
1190,23,3,0,16,1,0,2,7,2,1
1191,18,5,1,1,2,0,0,4,2,1
1192,20,0,1,16,1,5,1,4,1,1
1193,11,3,2,1,1,6,0,5,3,2
1194,13,5,0,0,2,10,0,4,0,4
1195,6,0,0,1,1,10,4,5,0,0
1196,12,0,0,10,1,0,1,4,2,2
1197,21,2,0,12,1,0,0,5,2,2
1198,7,1,0,4,1,0,1,4,3,3
1199,21,0,0,1,3,3,0,4,3,1
1200,15,2,3,9,1,0,1,8,2,3
1201,18,4,0,12,1,0,1,5,0,3
1202,11,5,0,13,1,0,0,4,1,0
1203,8,0,0,16,0,0,4,2,2,4
1204,8,1,0,4,1,14,1,4,1,6
1205,22,3,0,0,1,0,1,4,3,4
1206,0,3,1,3,1,7,1,0,2,0
1207,15,3,2,0,1,7,1,8,2,6
1208,1,3,0,12,1,9,0,8,3,0
1209,19,1,0,3,0,14,4,4,0,2
1210,14,2,1,3,1,5,4,4,3,4
1211,13,6,0,7,0,0,4,5,4,2
1212,10,4,2,16,1,7,0,8,0,4
1213,1,2,2,10,1,0,4,3,3,4
1214,7,0,0,3,1,5,1,5,1,6
1215,8,0,0,1,0,7,4,0,1,4
1216,9,5,0,10,4,0,2,4,2,2
1217,2,5,0,3,1,9,1,5,2,2
1218,12,2,0,5,1,9,0,5,2,2
1219,17,0,0,13,1,3,1,0,4,4
1220,5,0,2,11,1,7,2,1,2,4
1221,17,5,0,10,0,7,4,4,3,4
1222,14,6,2,10,1,0,3,11,3,4
1223,17,0,2,3,2,0,1,4,2,4
1224,8,3,0,10,0,0,0,0,0,6
1225,16,3,0,4,1,5,1,11,1,6
1226,7,1,0,1,1,4,0,8,4,4
1227,7,1,0,3,1,15,3,8,2,4
1228,7,5,0,10,1,0,1,8,2,2
1229,19,4,0,12,1,7,3,8,0,4
1230,16,5,0,0,1,0,2,5,2,2
1231,7,6,1,1,1,0,1,5,0,4
1232,3,6,0,3,0,7,4,5,3,2
1233,5,5,0,10,1,7,0,4,4,1
1234,21,2,3,1,1,0,2,8,1,2
1235,15,6,0,1,1,8,3,4,1,2
1236,4,3,2,9,1,3,4,8,4,6
1237,12,3,0,11,1,5,0,6,4,4
1238,10,6,0,16,0,0,1,5,3,4
1239,8,6,0,9,2,10,1,8,0,6
1240,12,4,0,9,1,11,1,5,2,2
1241,13,4,0,9,1,0,0,4,2,2
1242,13,1,2,3,1,5,3,5,2,1
1243,16,2,0,3,0,7,2,6,1,2
1244,17,6,0,12,1,7,0,0,4,4
1245,7,4,0,1,1,0,2,8,2,2
1246,14,0,0,5,1,0,1,5,3,4
1247,17,0,0,16,0,5,1,0,3,6
1248,6,0,0,5,1,14,1,4,0,2
1249,22,2,1,3,0,5,3,4,4,1
1250,14,6,0,17,1,10,1,4,2,4
1251,11,2,0,11,0,9,2,4,2,0
1252,17,3,1,1,1,11,2,4,1,2
